"ID";"Active (0/1)";"Name";"Default Category";"Tax rules ID";"Reference #";"url_image"
"229";"1";"Barra Monster HWM 20KG";"26";"1";"BOMH";"https://pesaschile.cl/2/img/p/1/5/5/3/1553-thickbox_default.jpg"
"229";"1";"Barra Monster HWM 20KG";"26";"1";"BOMH";"https://pesaschile.cl/2/img/p/1/5/5/4/1554-thickbox_default.jpg"
"229";"1";"Barra Monster HWM 20KG";"26";"1";"BOMH";"https://pesaschile.cl/2/img/p/1/5/5/5/1555-thickbox_default.jpg"
"229";"1";"Barra Monster HWM 20KG";"26";"1";"BOMH";"https://pesaschile.cl/2/img/p/1/5/5/6/1556-thickbox_default.jpg"
"231";"1";"Set Bumpers plate 100kg. (220 lb)";"61";"1";"PB100";"https://pesaschile.cl/2/img/p/5/6/1/561-thickbox_default.jpg"
"231";"1";"Set Bumpers plate 100kg. (220 lb)";"61";"1";"PB100";"https://pesaschile.cl/2/img/p/1/0/7/9/1079-thickbox_default.jpg"
"232";"1";"Par Disco Mastodonte 10Kg";"32";"1";"DPM10";"https://pesaschile.cl/2/img/p/4/1/2/412-thickbox_default.jpg"
"233";"1";"Chaleco de lastre 5kg";"2";"1";"CL05";"https://pesaschile.cl/2/img/p/4/0/7/407-thickbox_default.jpg"
"234";"1";"Jaula de Potencia";"2";"1";"PK001";"https://pesaschile.cl/2/img/p/8/3/3/833-thickbox_default.jpg"
"235";"1";"Pack Lentejas 50 unidades";"13";"1";"FIL";"https://pesaschile.cl/2/img/p/4/1/3/413-thickbox_default.jpg"
"236";"0";"Speed Rope";"2";"1";"CSSR";"https://pesaschile.cl/2/img/p/1/1/7/4/1174-thickbox_default.jpg"
"237";"1";"Pack Hard Mastodonte";"46";"1";"PMH";"https://pesaschile.cl/2/img/p/4/1/5/415-thickbox_default.jpg"
"240";"1";"Vallas de entrenamiento";"2";"1";"";"https://pesaschile.cl/2/img/p/4/1/7/417-thickbox_default.jpg"
"241";"1";"Pack Barra Training +170LB Crumb HWM";"26";"1";"PDOCT";"https://pesaschile.cl/2/img/p/1/3/4/7/1347-thickbox_default.jpg"
"242";"1";"Cinturon lumbar HWM";"26";"1";"CLH";"https://pesaschile.cl/2/img/p/6/3/1/631-thickbox_default.jpg"
"243";"0";"Saco búlgaro";"2";"1";"";"https://pesaschile.cl/2/img/p/4/2/1/421-thickbox_default.jpg"
"247";"1";"Máquina de Smith";"2";"1";"PK007";"https://pesaschile.cl/2/img/p/4/3/1/431-thickbox_default.jpg"
"247";"1";"Máquina de Smith";"2";"1";"PK007";"https://pesaschile.cl/2/img/p/5/7/2/572-thickbox_default.jpg"
"247";"1";"Máquina de Smith";"2";"1";"PK007";"https://pesaschile.cl/2/img/p/5/7/3/573-thickbox_default.jpg"
"248";"1";"Atril de sentadillas Promachine";"2";"1";"RA033R";"https://pesaschile.cl/2/img/p/1/7/3/6/1736-thickbox_default.jpg"
"248";"1";"Atril de sentadillas Promachine";"2";"1";"RA033R";"https://pesaschile.cl/2/img/p/1/7/3/7/1737-thickbox_default.jpg"
"248";"1";"Atril de sentadillas Promachine";"2";"1";"RA033R";"https://pesaschile.cl/2/img/p/1/7/3/8/1738-thickbox_default.jpg"
"248";"1";"Atril de sentadillas Promachine";"2";"1";"RA033R";"https://pesaschile.cl/2/img/p/1/7/3/9/1739-thickbox_default.jpg"
"248";"1";"Atril de sentadillas Promachine";"2";"1";"RA033R";"https://pesaschile.cl/2/img/p/1/7/4/0/1740-thickbox_default.jpg"
"249";"1";"Polea Cruzada JR";"2";"1";"PM030J";"https://pesaschile.cl/2/img/p/1/5/1/1/1511-thickbox_default.jpg"
"250";"1";"Banquillo inclinable declinable HWM";"13";"1";"SUB018";"https://pesaschile.cl/2/img/p/4/3/4/434-thickbox_default.jpg"
"250";"1";"Banquillo inclinable declinable HWM";"13";"1";"SUB018";"https://pesaschile.cl/2/img/p/4/5/5/455-thickbox_default.jpg"
"251";"0";"Banco inclinado";"2";"1";"";"https://pesaschile.cl/2/img/p/6/3/0/630-thickbox_default.jpg"
"253";"0";"Piso de caucho 15mm 50 x 50 CM";"2";"1";"";"https://pesaschile.cl/2/img/p/1/1/4/1/1141-thickbox_default.jpg"
"254";"1";"Hand Grip Regulable Pro";"2";"1";"HG6";"https://pesaschile.cl/2/img/p/1/2/7/0/1270-thickbox_default.jpg"
"254";"1";"Hand Grip Regulable Pro";"2";"1";"HG6";"https://pesaschile.cl/2/img/p/1/2/7/1/1271-thickbox_default.jpg"
"256";"1";"Body-Pump set Profesional";"46";"1";"SBP";"https://pesaschile.cl/2/img/p/1/6/4/1/1641-thickbox_default.jpg"
"256";"1";"Body-Pump set Profesional";"46";"1";"SBP";"https://pesaschile.cl/2/img/p/1/6/4/2/1642-thickbox_default.jpg"
"259";"1";"Barra Olímpica 1.5 mt";"2";"1";"BORC";"https://pesaschile.cl/2/img/p/4/4/7/447-thickbox_default.jpg"
"263";"1";"Barras Paralelas 70cm";"2";"1";"P70";"https://pesaschile.cl/2/img/p/5/0/1/501-thickbox_default.jpg"
"264";"1";"Barras Paralelas Cortas 17 cm";"13";"1";"P40";"https://pesaschile.cl/2/img/p/1/5/9/2/1592-thickbox_default.jpg"
"265";"1";"orilla de caucho";"2";"1";"";""
"266";"0";"esquinero de caucho";"2";"1";"";"https://pesaschile.cl/2/img/p/7/5/8/758-thickbox_default.jpg"
"267";"1";"RACK + 8 PAR MANCUERNA";"2";"1";"RH08";"https://pesaschile.cl/2/img/p/1/6/5/0/1650-thickbox_default.jpg"
"267";"1";"RACK + 8 PAR MANCUERNA";"2";"1";"RH08";"https://pesaschile.cl/2/img/p/1/6/5/1/1651-thickbox_default.jpg"
"269";"1";"Half Power Rack HWM";"8";"1";"PK041";"https://pesaschile.cl/2/img/p/4/5/9/459-thickbox_default.jpg"
"269";"1";"Half Power Rack HWM";"8";"1";"PK041";"https://pesaschile.cl/2/img/p/5/7/4/574-thickbox_default.jpg"
"269";"1";"Half Power Rack HWM";"8";"1";"PK041";"https://pesaschile.cl/2/img/p/5/7/5/575-thickbox_default.jpg"
"270";"1";"GHD HWM";"2";"1";"MGHDH";"https://pesaschile.cl/2/img/p/8/3/8/838-thickbox_default.jpg"
"271";"1";"Rep Timer";"2";"1";"RT";"https://pesaschile.cl/2/img/p/1/0/3/9/1039-thickbox_default.jpg"
"272";"0";"Trx Alternativo";"2";"1";"";"https://pesaschile.cl/2/img/p/5/1/0/510-thickbox_default.jpg"
"273";"1";"Cuerda de trepar Yute";"2";"1";"CY";"https://pesaschile.cl/2/img/p/7/2/1/721-thickbox_default.jpg"
"273";"1";"Cuerda de trepar Yute";"2";"1";"CY";"https://pesaschile.cl/2/img/p/7/2/2/722-thickbox_default.jpg"
"273";"1";"Cuerda de trepar Yute";"2";"1";"CY";"https://pesaschile.cl/2/img/p/7/2/3/723-thickbox_default.jpg"
"274";"1";"Cuerda Battle Rope";"2";"1";"CBR";"https://pesaschile.cl/2/img/p/7/3/1/731-thickbox_default.jpg"
"274";"1";"Cuerda Battle Rope";"2";"1";"CBR";"https://pesaschile.cl/2/img/p/7/3/2/732-thickbox_default.jpg"
"274";"1";"Cuerda Battle Rope";"2";"1";"CBR";"https://pesaschile.cl/2/img/p/7/3/3/733-thickbox_default.jpg"
"274";"1";"Cuerda Battle Rope";"2";"1";"CBR";"https://pesaschile.cl/2/img/p/7/3/4/734-thickbox_default.jpg"
"275";"1";"Anillas olimpicas Madera";"2";"1";"BSA2";"https://pesaschile.cl/2/img/p/4/6/6/466-thickbox_default.jpg"
"275";"1";"Anillas olimpicas Madera";"2";"1";"BSA2";"https://pesaschile.cl/2/img/p/7/2/4/724-thickbox_default.jpg"
"275";"1";"Anillas olimpicas Madera";"2";"1";"BSA2";"https://pesaschile.cl/2/img/p/7/2/5/725-thickbox_default.jpg"
"275";"1";"Anillas olimpicas Madera";"2";"1";"BSA2";"https://pesaschile.cl/2/img/p/7/2/6/726-thickbox_default.jpg"
"275";"1";"Anillas olimpicas Madera";"2";"1";"BSA2";"https://pesaschile.cl/2/img/p/7/2/7/727-thickbox_default.jpg"
"275";"1";"Anillas olimpicas Madera";"2";"1";"BSA2";"https://pesaschile.cl/2/img/p/7/2/8/728-thickbox_default.jpg"
"276";"1";"Power Pack Acero";"26";"1";"PPPA";"https://pesaschile.cl/2/img/p/1/7/2/8/1728-thickbox_default.jpg"
"282";"1";"Bicicleta Sp2 Promachine";"34";"1";"SP2P";"https://pesaschile.cl/2/img/p/1/4/2/3/1423-thickbox_default.jpg"
"283";"1";"Balón Medicinal Sin Bote 5kg";"2";"1";"BSB05";"https://pesaschile.cl/2/img/p/1/1/6/4/1164-thickbox_default.jpg"
"284";"1";"Pack Smith Machine + banquillo + Engomados";"2";"1";"PSBE";"https://pesaschile.cl/2/img/p/1/4/2/0/1420-thickbox_default.jpg"
"285";"1";"Par D.Acero Olimpicos 1,25Kg";"18";"1";"DOA0125";"https://pesaschile.cl/2/img/p/4/8/4/484-thickbox_default.jpg"
"285";"1";"Par D.Acero Olimpicos 1,25Kg";"18";"1";"DOA0125";"https://pesaschile.cl/2/img/p/6/3/2/632-thickbox_default.jpg"
"286";"1";"Calleras";"8";"1";"CA";"https://pesaschile.cl/2/img/p/1/1/6/8/1168-thickbox_default.jpg"
"288";"1";"Par Mancuerna Hexagonal HWM 22.5kg";"2";"1";"MH225";"https://pesaschile.cl/2/img/p/1/1/5/0/1150-thickbox_default.jpg"
"289";"1";"Atril de discos Olímpicos";"2";"1";"ADO";"https://pesaschile.cl/2/img/p/5/0/0/500-thickbox_default.jpg"
"290";"1";"Toma una Mano para Poleas";"2";"1";"TMP";"https://pesaschile.cl/2/img/p/5/0/3/503-thickbox_default.jpg"
"291";"1";"Toma Remo para Polea";"2";"1";"TRP";"https://pesaschile.cl/2/img/p/1/1/6/7/1167-thickbox_default.jpg"
"292";"1";"Soga para tríceps/biceps";"2";"1";"STB";"https://pesaschile.cl/2/img/p/5/0/4/504-thickbox_default.jpg"
"292";"1";"Soga para tríceps/biceps";"2";"1";"STB";"https://pesaschile.cl/2/img/p/7/8/5/785-thickbox_default.jpg"
"292";"1";"Soga para tríceps/biceps";"2";"1";"STB";"https://pesaschile.cl/2/img/p/7/8/6/786-thickbox_default.jpg"
"293";"1";"Barra Training Serie 20kg HWM";"2";"1";"BORT";"https://pesaschile.cl/2/img/p/1/5/2/6/1526-thickbox_default.jpg"
"293";"1";"Barra Training Serie 20kg HWM";"2";"1";"BORT";"https://pesaschile.cl/2/img/p/1/5/2/7/1527-thickbox_default.jpg"
"293";"1";"Barra Training Serie 20kg HWM";"2";"1";"BORT";"https://pesaschile.cl/2/img/p/1/5/2/8/1528-thickbox_default.jpg"
"293";"1";"Barra Training Serie 20kg HWM";"2";"1";"BORT";"https://pesaschile.cl/2/img/p/1/5/5/7/1557-thickbox_default.jpg"
"293";"1";"Barra Training Serie 20kg HWM";"2";"1";"BORT";"https://pesaschile.cl/2/img/p/1/5/5/8/1558-thickbox_default.jpg"
"293";"1";"Barra Training Serie 20kg HWM";"2";"1";"BORT";"https://pesaschile.cl/2/img/p/1/5/5/9/1559-thickbox_default.jpg"
"294";"1";"Speed Rope HWM";"33";"1";"CSSRH";"https://pesaschile.cl/2/img/p/1/1/6/6/1166-thickbox_default.jpg"
"294";"1";"Speed Rope HWM";"33";"1";"CSSRH";"https://pesaschile.cl/2/img/p/1/3/2/6/1326-thickbox_default.jpg"
"294";"1";"Speed Rope HWM";"33";"1";"CSSRH";"https://pesaschile.cl/2/img/p/1/4/3/3/1433-thickbox_default.jpg"
"294";"1";"Speed Rope HWM";"33";"1";"CSSRH";"https://pesaschile.cl/2/img/p/1/4/3/4/1434-thickbox_default.jpg"
"294";"1";"Speed Rope HWM";"33";"1";"CSSRH";"https://pesaschile.cl/2/img/p/1/4/3/5/1435-thickbox_default.jpg"
"294";"1";"Speed Rope HWM";"33";"1";"CSSRH";"https://pesaschile.cl/2/img/p/1/4/3/6/1436-thickbox_default.jpg"
"295";"1";"Almohadilla Para Barra";"8";"1";"HB";"https://pesaschile.cl/2/img/p/1/1/5/8/1158-thickbox_default.jpg"
"296";"0";"Banco Olímpico/atril";"2";"1";"";"https://pesaschile.cl/2/img/p/5/1/1/511-thickbox_default.jpg"
"297";"0";"Pack Banco Olímpico + Barra y discos";"46";"1";"";"https://pesaschile.cl/2/img/p/5/3/8/538-thickbox_default.jpg"
"298";"1";"Par Mancuerna Hexagonal HWM 2,5kg";"2";"1";"MH025";"https://pesaschile.cl/2/img/p/1/1/5/1/1151-thickbox_default.jpg"
"299";"1";"Par Mancuerna Hexagonal HWM 7.5kg";"2";"1";"MH075";"https://pesaschile.cl/2/img/p/1/1/5/2/1152-thickbox_default.jpg"
"300";"1";"ParMancuerna Hexagonal HWM 12.5kg";"2";"1";"MH125";"https://pesaschile.cl/2/img/p/1/1/5/3/1153-thickbox_default.jpg"
"301";"1";"Par Mancuerna Hexagonal HWM 17.5kg";"2";"1";"MH175";"https://pesaschile.cl/2/img/p/1/1/5/4/1154-thickbox_default.jpg"
"302";"1";"Press Banco Preolímpico Regulable Promachine";"2";"1";"BN025";"https://pesaschile.cl/2/img/p/5/6/4/564-thickbox_default.jpg"
"303";"1";"Banquillo Simple HWM";"2";"1";"SUB013";"https://pesaschile.cl/2/img/p/5/2/5/525-thickbox_default.jpg"
"304";"1";"Polea Alta / Remo Promachine";"2";"1";"HM020";"https://pesaschile.cl/2/img/p/5/2/6/526-thickbox_default.jpg"
"305";"0";"Maquina Fly contrapeso";"2";"1";"SUB023";"https://pesaschile.cl/2/img/p/5/2/7/527-thickbox_default.jpg"
"306";"1";"Remo Contrapeso Promachine";"2";"1";"MRC";"https://pesaschile.cl/2/img/p/5/2/8/528-thickbox_default.jpg"
"307";"0";"Leg Press /Hack Squat";"2";"1";"HM028B";"https://pesaschile.cl/2/img/p/5/2/9/529-thickbox_default.jpg"
"308";"1";"Banco Scott Promachine";"2";"1";"UB006";"https://pesaschile.cl/2/img/p/5/3/0/530-thickbox_default.jpg"
"309";"1";"Pack Acero Olimpico 107.5kg";"46";"1";"PA";"https://pesaschile.cl/2/img/p/1/2/5/4/1254-thickbox_default.jpg"
"310";"1";"Power Pro Pack Engomado";"32";"1";"PPPE";"https://pesaschile.cl/2/img/p/1/7/3/0/1730-thickbox_default.jpg"
"311";"1";"Toma Abierta para Dominada";"2";"1";"TAD";"https://pesaschile.cl/2/img/p/5/6/6/566-thickbox_default.jpg"
"312";"1";"Muñequeras";"41";"1";"M";"https://pesaschile.cl/2/img/p/1/1/3/9/1139-thickbox_default.jpg"
"313";"1";"Barra Profesional Elite Serie 20kg HWM";"2";"1";"BOEH";"https://pesaschile.cl/2/img/p/1/5/2/0/1520-thickbox_default.jpg"
"313";"1";"Barra Profesional Elite Serie 20kg HWM";"2";"1";"BOEH";"https://pesaschile.cl/2/img/p/1/5/2/1/1521-thickbox_default.jpg"
"313";"1";"Barra Profesional Elite Serie 20kg HWM";"2";"1";"BOEH";"https://pesaschile.cl/2/img/p/1/5/2/2/1522-thickbox_default.jpg"
"313";"1";"Barra Profesional Elite Serie 20kg HWM";"2";"1";"BOEH";"https://pesaschile.cl/2/img/p/1/5/6/3/1563-thickbox_default.jpg"
"313";"1";"Barra Profesional Elite Serie 20kg HWM";"2";"1";"BOEH";"https://pesaschile.cl/2/img/p/1/5/6/4/1564-thickbox_default.jpg"
"313";"1";"Barra Profesional Elite Serie 20kg HWM";"2";"1";"BOEH";"https://pesaschile.cl/2/img/p/1/5/6/5/1565-thickbox_default.jpg"
"314";"1";"RACK + 10 PAR MANCUERNAS";"2";"1";"RH10";"https://pesaschile.cl/2/img/p/1/6/4/7/1647-thickbox_default.jpg"
"314";"1";"RACK + 10 PAR MANCUERNAS";"2";"1";"RH10";"https://pesaschile.cl/2/img/p/1/6/4/8/1648-thickbox_default.jpg"
"316";"1";"Barra Hexagonal HWM Olímpica";"2";"1";"BOH";"https://pesaschile.cl/2/img/p/1/1/6/0/1160-thickbox_default.jpg"
"317";"1";"SandBag 20kg HWM";"2";"1";"SB20";"https://pesaschile.cl/2/img/p/1/7/7/0/1770-thickbox_default.jpg"
"318";"1";"SandBag 10kg HWM";"2";"1";"SB10";"https://pesaschile.cl/2/img/p/1/7/7/1/1771-thickbox_default.jpg"
"319";"1";"SandBag 15kg HWM";"2";"1";"SB15";"https://pesaschile.cl/2/img/p/1/7/7/2/1772-thickbox_default.jpg"
"320";"1";"SandBag 25kg HWM";"2";"1";"SBS25";"https://pesaschile.cl/2/img/p/6/1/7/617-thickbox_default.jpg"
"320";"1";"SandBag 25kg HWM";"2";"1";"SBS25";"https://pesaschile.cl/2/img/p/6/1/8/618-thickbox_default.jpg"
"321";"1";"Set SandBag HWM";"61";"1";"PSB";"https://pesaschile.cl/2/img/p/1/7/6/9/1769-thickbox_default.jpg"
"322";"1";"Foam Roller";"35";"1";"FR";"https://pesaschile.cl/2/img/p/6/2/2/622-thickbox_default.jpg"
"323";"1";"Banda de Resistencia 13mm";"8";"1";"BC13";"https://pesaschile.cl/2/img/p/1/1/6/9/1169-thickbox_default.jpg"
"324";"1";"Banda de Resistencia 22mm";"8";"1";"BC22";"https://pesaschile.cl/2/img/p/1/1/7/0/1170-thickbox_default.jpg"
"325";"1";"Banda de Resistencia 32mm";"8";"1";"BC32";"https://pesaschile.cl/2/img/p/1/1/7/1/1171-thickbox_default.jpg"
"326";"1";"Banda de Resistencia 45mm";"8";"1";"BC45";"https://pesaschile.cl/2/img/p/1/1/7/2/1172-thickbox_default.jpg"
"327";"1";"Pack Bandas de Resistencia";"20";"1";"BC100";"https://pesaschile.cl/2/img/p/1/1/7/3/1173-thickbox_default.jpg"
"328";"1";"Par Mancuerna Hexagonal 35kg";"22";"1";"MH35";"https://pesaschile.cl/2/img/p/1/3/2/5/1325-thickbox_default.jpg"
"329";"1";"Kettlebell Vinilo Acero 4Kg";"2";"1";"KVA04";"https://pesaschile.cl/2/img/p/1/2/8/2/1282-thickbox_default.jpg"
"330";"1";"Kettlebell Vinilo Acero 8Kg";"2";"1";"KVA08";"https://pesaschile.cl/2/img/p/1/1/3/1/1131-thickbox_default.jpg"
"332";"1";"Kettlebell Vinilo Acero 12Kg";"2";"1";"KVA12";"https://pesaschile.cl/2/img/p/1/1/3/2/1132-thickbox_default.jpg"
"333";"1";"Kettlebell Vinilo Acero 16Kg";"2";"1";"KVA16";"https://pesaschile.cl/2/img/p/1/5/1/8/1518-thickbox_default.jpg"
"334";"1";"Kettlebell Vinilo Acero 10Kg";"2";"1";"KVA10";"https://pesaschile.cl/2/img/p/1/1/3/4/1134-thickbox_default.jpg"
"335";"1";"Press Banco Olímpico Regulable con Soporte de Sentadillas";"2";"1";"PPO";"https://pesaschile.cl/2/img/p/1/3/2/2/1322-thickbox_default.jpg"
"337";"1";"Pack Press Banco con Barra y Discos";"46";"1";"PPBD";"https://pesaschile.cl/2/img/p/1/3/4/5/1345-thickbox_default.jpg"
"338";"1";"Pantorrillera Promachine";"2";"1";"SUB038";"https://pesaschile.cl/2/img/p/6/6/2/662-thickbox_default.jpg"
"339";"0";"Cuádriceps y Femorales";"2";"1";"UB001";"https://pesaschile.cl/2/img/p/6/6/3/663-thickbox_default.jpg"
"340";"1";"Bicicleta Spinning OBELIX";"34";"1";"SPO";"https://pesaschile.cl/2/img/p/1/4/2/4/1424-thickbox_default.jpg"
"341";"1";"X Mount";"2";"1";"TRX00";"https://pesaschile.cl/2/img/p/7/3/9/739-thickbox_default.jpg"
"341";"1";"X Mount";"2";"1";"TRX00";"https://pesaschile.cl/2/img/p/7/4/0/740-thickbox_default.jpg"
"341";"1";"X Mount";"2";"1";"TRX00";"https://pesaschile.cl/2/img/p/7/4/1/741-thickbox_default.jpg"
"341";"1";"X Mount";"2";"1";"TRX00";"https://pesaschile.cl/2/img/p/7/4/2/742-thickbox_default.jpg"
"342";"1";"Rack Dominadas Promachine";"2";"1";"PK020";"https://pesaschile.cl/2/img/p/6/6/9/669-thickbox_default.jpg"
"343";"1";"Jaula HWM profesional Hell Serie";"8";"1";"MJHWM2";"https://pesaschile.cl/2/img/p/1/2/4/1/1241-thickbox_default.jpg"
"344";"1";"Banquillo Inclinable Declinable Hell Serie HWM";"2";"1";"MBDR";"https://pesaschile.cl/2/img/p/6/7/1/671-thickbox_default.jpg"
"345";"1";"Trineo de arrastre HWM";"2";"1";"";"https://pesaschile.cl/2/img/p/6/7/2/672-thickbox_default.jpg"
"346";"0";"Piso caucho alto trafico 25mm";"2";"1";"";"https://pesaschile.cl/2/img/p/1/1/4/0/1140-thickbox_default.jpg"
"347";"0";"Punching Bag 120 cm";"2";"1";"";"https://pesaschile.cl/2/img/p/6/7/9/679-thickbox_default.jpg"
"348";"1";"Foam Roller HWM";"33";"1";"FR2";"https://pesaschile.cl/2/img/p/1/2/0/6/1206-thickbox_default.jpg"
"349";"0";"PACK CALISTENIA";"2";"1";"PCAL";"https://pesaschile.cl/2/img/p/1/3/5/7/1357-thickbox_default.jpg"
"350";"1";"Press de Hombro MO";"55";"1";"MO-2700";"https://pesaschile.cl/2/img/p/1/5/9/7/1597-thickbox_default.jpg"
"351";"1";"Cubo Magnesio 56gr";"2";"1";"CMG";"https://pesaschile.cl/2/img/p/1/0/4/8/1048-thickbox_default.jpg"
"352";"0";"Pack Fitness Yoga";"2";"1";"PFY";"https://pesaschile.cl/2/img/p/1/3/6/1/1361-thickbox_default.jpg"
"353";"0";"Pack Fitness Yoga 2";"2";"1";"PFY2";"https://pesaschile.cl/2/img/p/1/3/6/2/1362-thickbox_default.jpg"
"354";"0";"SET HOME";"2";"1";"";"https://pesaschile.cl/2/img/p/7/6/9/769-thickbox_default.jpg"
"357";"1";"Press de Tríceps MO";"55";"1";"MO-2600";"https://pesaschile.cl/2/img/p/1/6/0/3/1603-thickbox_default.jpg"
"358";"1";"Polea Cruzada MO";"55";"1";"MO-6500";"https://pesaschile.cl/2/img/p/1/6/1/2/1612-thickbox_default.jpg"
"359";"1";"Press Banco Plano MO";"2";"1";"MO-4000";"https://pesaschile.cl/2/img/p/1/7/3/4/1734-thickbox_default.jpg"
"360";"1";"Press Banco Inclinado MO";"55";"1";"MO-4100";"https://pesaschile.cl/2/img/p/1/6/0/0/1600-thickbox_default.jpg"
"360";"1";"Press Banco Inclinado MO";"55";"1";"MO-4100";"https://pesaschile.cl/2/img/p/1/6/2/7/1627-thickbox_default.jpg"
"362";"1";"Aperturas MO";"55";"1";"MO-4800";"https://pesaschile.cl/2/img/p/1/6/2/0/1620-thickbox_default.jpg"
"363";"1";"TRX Force Kit Tactical";"20";"1";"TRXC";"https://pesaschile.cl/2/img/p/8/0/0/800-thickbox_default.jpg"
"364";"1";"TRX PRO Kit";"2";"1";"TRXA";"https://pesaschile.cl/2/img/p/8/0/1/801-thickbox_default.jpg"
"365";"0";"Dorsalera/Remo Obelix";"55";"1";"MO-3550";"https://pesaschile.cl/2/img/p/1/0/3/6/1036-thickbox_default.jpg"
"366";"1";"Atril de Sentadillas MO";"55";"1";"MO-5300";"https://pesaschile.cl/2/img/p/1/7/2/6/1726-thickbox_default.jpg"
"367";"0";"Prensa de Piernas Obelix";"55";"1";"MO-5000";"https://pesaschile.cl/2/img/p/1/0/3/7/1037-thickbox_default.jpg"
"367";"0";"Prensa de Piernas Obelix";"55";"1";"MO-5000";"https://pesaschile.cl/2/img/p/1/3/6/7/1367-thickbox_default.jpg"
"368";"0";"Trotadora Obelix";"34";"1";"XR-3000";"https://pesaschile.cl/2/img/p/8/0/5/805-thickbox_default.jpg"
"369";"1";"Curl Femoral Sentado MO";"55";"1";"MO-5600";"https://pesaschile.cl/2/img/p/1/6/2/1/1621-thickbox_default.jpg"
"370";"0";"PACK GYM PRO ONE";"2";"1";"";"https://pesaschile.cl/2/img/p/8/1/9/819-thickbox_default.jpg"
"371";"0";"Mounted Rig 2x4 HWM";"2";"1";"EP3";"https://pesaschile.cl/2/img/p/8/1/5/815-thickbox_default.jpg"
"372";"1";"Dip Horn Rig HWM";"2";"1";"SF";"https://pesaschile.cl/2/img/p/8/1/7/817-thickbox_default.jpg"
"373";"1";"Par Spotter Arm Rig HWM";"2";"1";"SS";"https://pesaschile.cl/2/img/p/8/1/6/816-thickbox_default.jpg"
"374";"1";"Multi Grip X HWM";"2";"1";"BFM";"https://pesaschile.cl/2/img/p/8/1/8/818-thickbox_default.jpg"
"375";"0";"Par Mancuerna Hexagonal HWM 40kg";"2";"1";"MH40";"https://pesaschile.cl/2/img/p/1/3/2/4/1324-thickbox_default.jpg"
"378";"1";"Pack Hell Crossfit";"23";"1";"PHC";"https://pesaschile.cl/2/img/p/1/7/4/3/1743-thickbox_default.jpg"
"379";"1";"Bumpers plate + Barra olímpica HWM";"2";"1";"PBH150";"https://pesaschile.cl/2/img/p/8/8/3/883-thickbox_default.jpg"
"380";"1";"Bumpers plate 100kg + Barra T-Serie HWM";"2";"1";"PBTH100";"https://pesaschile.cl/2/img/p/8/8/4/884-thickbox_default.jpg"
"380";"1";"Bumpers plate 100kg + Barra T-Serie HWM";"2";"1";"PBTH100";"https://pesaschile.cl/2/img/p/8/8/5/885-thickbox_default.jpg"
"380";"1";"Bumpers plate 100kg + Barra T-Serie HWM";"2";"1";"PBTH100";"https://pesaschile.cl/2/img/p/8/9/2/892-thickbox_default.jpg"
"380";"1";"Bumpers plate 100kg + Barra T-Serie HWM";"2";"1";"PBTH100";"https://pesaschile.cl/2/img/p/8/9/9/899-thickbox_default.jpg"
"381";"1";"Bumpers plate 150kg + Barra T-Serie olímpica HWM";"2";"1";"PBTH150";"https://pesaschile.cl/2/img/p/8/8/7/887-thickbox_default.jpg"
"381";"1";"Bumpers plate 150kg + Barra T-Serie olímpica HWM";"2";"1";"PBTH150";"https://pesaschile.cl/2/img/p/8/8/8/888-thickbox_default.jpg"
"381";"1";"Bumpers plate 150kg + Barra T-Serie olímpica HWM";"2";"1";"PBTH150";"https://pesaschile.cl/2/img/p/8/9/3/893-thickbox_default.jpg"
"381";"1";"Bumpers plate 150kg + Barra T-Serie olímpica HWM";"2";"1";"PBTH150";"https://pesaschile.cl/2/img/p/9/0/0/900-thickbox_default.jpg"
"382";"1";"Bumpers plate 60kg + Barra T-Serie olímpica HWM";"2";"1";"PBT";"https://pesaschile.cl/2/img/p/8/9/6/896-thickbox_default.jpg"
"382";"1";"Bumpers plate 60kg + Barra T-Serie olímpica HWM";"2";"1";"PBT";"https://pesaschile.cl/2/img/p/8/9/7/897-thickbox_default.jpg"
"382";"1";"Bumpers plate 60kg + Barra T-Serie olímpica HWM";"2";"1";"PBT";"https://pesaschile.cl/2/img/p/8/9/8/898-thickbox_default.jpg"
"382";"1";"Bumpers plate 60kg + Barra T-Serie olímpica HWM";"2";"1";"PBT";"https://pesaschile.cl/2/img/p/9/0/1/901-thickbox_default.jpg"
"383";"1";"Barra Profesional Elite Serie 15KG HWM";"2";"1";"BOEM";"https://pesaschile.cl/2/img/p/1/5/2/3/1523-thickbox_default.jpg"
"383";"1";"Barra Profesional Elite Serie 15KG HWM";"2";"1";"BOEM";"https://pesaschile.cl/2/img/p/1/5/2/4/1524-thickbox_default.jpg"
"383";"1";"Barra Profesional Elite Serie 15KG HWM";"2";"1";"BOEM";"https://pesaschile.cl/2/img/p/1/5/2/5/1525-thickbox_default.jpg"
"383";"1";"Barra Profesional Elite Serie 15KG HWM";"2";"1";"BOEM";"https://pesaschile.cl/2/img/p/1/5/6/6/1566-thickbox_default.jpg"
"383";"1";"Barra Profesional Elite Serie 15KG HWM";"2";"1";"BOEM";"https://pesaschile.cl/2/img/p/1/5/6/7/1567-thickbox_default.jpg"
