"Product ID";"Imagen";"Nombre";"Referencia";"CategorÃ­a";"Precio (imp. incl.)";"Cantidad";"Estado";"Iva"
"477";"https://pesaschile.cl/clon/2/img/p/1/2/1/7/1217.jpg";"MÃ¡quina Press de Pectoral T8  ";"T8-604";"Maquinas Alto Trafico OBELIX";"799990";"0";"1";"1"
"476";"https://pesaschile.cl/clon/2/img/p/1/2/1/6/1216.jpg";"MÃ¡quina Press de Hombro T8 ";"T8-605";"Maquinas Alto Trafico OBELIX";"899990";"0";"1";"1"
"475";"https://pesaschile.cl/clon/2/img/p/1/2/1/5/1215.jpg";"MÃ¡quina Dorsales V8  ";"V8-501";"Maquinas Alto Trafico OBELIX";"1399990";"0";"1";"1"
"474";"https://pesaschile.cl/clon/2/img/p/1/2/1/4/1214.jpg";"MÃ¡quina Abdominal V8 ";"V8-511";"Maquinas Alto Trafico OBELIX";"1299990";"1";"0";"1"
"473";"https://pesaschile.cl/clon/2/img/p/1/2/1/3/1213.jpg";"MÃ¡quina GlÃºteo Aislado V8  ";"V8-520";"Maquinas Alto Trafico OBELIX";"1399990";"0";"1";"1"
"472";"https://pesaschile.cl/clon/2/img/p/1/2/1/2/1212.jpg";"MÃ¡quina Curl de Femoral Sentado V8  ";"V8-505";"Maquinas Alto Trafico OBELIX";"1399990";"3";"0";"1"
"471";"https://pesaschile.cl/clon/2/img/p/1/4/9/0/1490.jpg";"MÃ¡quina ExtensiÃ³n de Cuadriceps V8 ";"V8-510";"Maquinas Alto Trafico OBELIX";"1399990";"3";"0";"1"
"470";"https://pesaschile.cl/clon/2/img/p/1/2/1/0/1210.jpg";"MÃ¡quina Abductor / Aductor V8 ";"V8-516";"Maquinas Alto Trafico OBELIX";"1399990";"0";"1";"1"
"469";"https://pesaschile.cl/clon/2/img/p/1/2/3/6/1236.jpg";"Pack 40 D. Engomados 5 kg Olimpicos";"";"Pack y Promociones";"360000";"6";"0";"1"
"468";"https://pesaschile.cl/clon/2/img/p/1/2/3/5/1235.jpg";"Pack 20 D. Engomados 10 kg Olimpicos";"";"Pack y Promociones";"360000";"6";"0";"1"
"467";"https://pesaschile.cl/clon/2/img/p/1/2/3/4/1234.jpg";"Pack 10 D. Engomados 15 kg Olimpicos";"";"Pack y Promociones";"270000";"6";"0";"1"
"466";"https://pesaschile.cl/clon/2/img/p/1/2/3/3/1233.jpg";"Pack 10 D. Engomados 20 kg Olimpicos";"";"Pack y Promociones";"360000";"6";"0";"1"
"465";"https://pesaschile.cl/clon/2/img/p/1/2/3/2/1232.jpg";"Pack 40 D. Promachine 5 kg Olimpico";"";"Pack y Promociones";"360000";"6";"0";"1"
"464";"https://pesaschile.cl/clon/2/img/p/1/2/3/1/1231.jpg";"Pack 20 D. Promachine 10 kg Olimpico";"";"Pack y Promociones";"360000";"6";"0";"1"
"463";"https://pesaschile.cl/clon/2/img/p/1/2/3/0/1230.jpg";"Pack 10 D. Promachine 15 kg Olimpico";"";"Pack y Promociones";"270000";"6";"0";"1"
"462";"https://pesaschile.cl/clon/2/img/p/1/2/2/9/1229.jpg";"Pack 10 D. Promachine 20 kg Olimpico";"";"Pack y Promociones";"360000";"6";"0";"1"
"461";"https://pesaschile.cl/clon/2/img/p/1/2/2/8/1228.jpg";"Pack 40 D. Acero 5 kg Olimpico";"";"Pack y Promociones";"288000";"6";"0";"1"
"460";"https://pesaschile.cl/clon/2/img/p/1/2/2/7/1227.jpg";"Pack 20 D. Acero 10 kg Olimpico";"";"Pack y Promociones";"288000";"10";"0";"1"
"459";"https://pesaschile.cl/clon/2/img/p/1/2/2/6/1226.jpg";"Pack 10 D. Acero 20 kg Olimpico";"";"Pack y Promociones";"288000";"6";"0";"1"
"458";"https://pesaschile.cl/clon/2/img/p/1/2/2/3/1223.jpg";"Pack 25 Set Body Pump";"";"Pack y Promociones";"1199800";"0";"1";"1"
"457";"https://pesaschile.cl/clon/2/img/p/1/6/4/0/1640.jpg";"SET RACK + 20 BODY PUMP";"SBPR";"Pack y Promociones";"1199990";"4";"0";"1"
"456";"https://pesaschile.cl/clon/2/img/p/1/2/4/7/1247.jpg";"Par D.Fraccional 2kg";"DOF02";"Productos";"19990";"5";"0";"1"
"455";"https://pesaschile.cl/clon/2/img/p/1/2/4/6/1246.jpg";"Par D.Fraccional 1.5kg";"DOF015";"Productos";"16990";"20";"0";"1"
"454";"https://pesaschile.cl/clon/2/img/p/1/2/4/5/1245.jpg";"Par D.Fraccional 1kg";"DOF01";"Productos";"12990";"0";"1";"1"
"453";"https://pesaschile.cl/clon/2/img/p/1/2/4/4/1244.jpg";"Par D.Fraccional 0.5kg";"DOF005";"Productos";"9990";"1";"0";"1"
"452";"https://pesaschile.cl/clon/2/img/p/1/2/0/9/1209.jpg";"Set Discos Fraccionales ";"";"Discos";"79990";"0";"1";"1"
"451";"https://pesaschile.cl/clon/2/img/p/1/6/6/9/1669.jpg";"Trotadora Obelix GT5";"TGT5";"Maquinas y equipamiento";"1199990";"10";"0";"1"
"450";"https://pesaschile.cl/clon/2/img/p/1/4/1/3/1413.jpg";"CajÃ³n PliomÃ©trico";"CP";"Funcional y crossfit";"64990";"31";"0";"1"
"449";"https://pesaschile.cl/clon/2/img/p/1/3/6/8/1368.jpg";"Pack Bandas Resistencia Corta";"PBCC";"Accesorios";"9990";"813";"0";"1"
"448";"https://pesaschile.cl/clon/2/img/p/1/2/8/1/1281.jpg";"Disco de Equilibrio PlÃ¡stico";"DEP";"Productos";"7990";"283";"0";"1"
"447";"https://pesaschile.cl/clon/2/img/p/1/2/8/0/1280.jpg";"Disco de Equilibrio Madera";"DEM";"Productos";"14990";"289";"0";"1"
"446";"https://pesaschile.cl/clon/2/img/p/1/4/0/8/1408.jpg";"Tabla de Escalada";"TE";"Productos";"119990";"20";"0";"1"
"445";"https://pesaschile.cl/clon/2/img/p/1/2/0/5/1205.jpg";"Pull Up/Dip bar";"PDB";"Otros";"59990";"0";"1";"1"
"444";"https://pesaschile.cl/clon/2/img/p/1/1/8/8/1188.jpg";"Soporte Vertical Barras";"RBV";"Productos";"65990";"15";"0";"1"
"439";"https://pesaschile.cl/clon/2/img/p/1/4/0/6/1406.jpg";"Rack Barra Pared Vertical HWM";"RBPV";"Productos";"65990";"4";"0";"1"
"438";"https://pesaschile.cl/clon/2/img/p/1/1/8/9/1189.jpg";"Ab Traps";"ABS";"Otros";"9990";"46";"0";"1"
"437";"https://pesaschile.cl/clon/2/img/p/1/1/8/5/1185.jpg";"ElÃ­ptica Promachine";"EP";"Maquinas y equipamiento";"843000";"0";"1";"1"
"436";"https://pesaschile.cl/clon/2/img/p/1/1/8/3/1183.jpg";"Air Bike HWM";" ABH";"Funcional y crossfit";"549990";"36";"0";"1"
"435";"https://pesaschile.cl/clon/2/img/p/1/5/3/8/1538.jpg";"Remo Icarus-X HWM";"RHI";"Funcional y crossfit";"999990";"2";"0";"1"
"434";"https://pesaschile.cl/clon/2/img/p/1/2/9/7/1297.jpg";"Piso caucho alto trafico 15mm";"PC15";"Accesorios";"19990";"246";"0";"1"
"433";"https://pesaschile.cl/clon/2/img/p/1/2/5/7/1257.jpg";"Kettlebell Vinilo Acero 20Kg";"KVA20";"Productos";"35000";"0";"1";"1"
"432";"https://pesaschile.cl/clon/2/img/p/1/1/1/8/1118.jpg";"Strap de levantamiento";"SL";"Indumentaria";"2990";"38";"0";"1"
"431";"https://pesaschile.cl/clon/2/img/p/1/1/1/1/1111.jpg";"Pack discos OlÃ­mpicos Promachine + barra promachine";"POP";"Pack y Promociones";"279990";"7";"0";"1"
"430";"https://pesaschile.cl/clon/2/img/p/1/1/0/8/1108.jpg";"Barra ExtensiÃ³n Puerta";"BP";"Productos";"9990";"162";"0";"1"
"428";"https://pesaschile.cl/clon/2/img/p/1/7/4/4/1744.jpg";"Pack Crossfit HWM";"PCH";"Discos";"789990";"49";"0";"1"
"427";"https://pesaschile.cl/clon/2/img/p/1/1/0/1/1101.jpg";"Barra Promachine 20kg";"BORP";"Productos";"89990";"82";"0";"1"
"424";"https://pesaschile.cl/clon/2/img/p/1/6/3/1/1631.jpg";"ExtensiÃ³n de CuÃ¡driceps MO";"MO-5700";"Maquinas Alto Trafico OBELIX";"899990";"2";"0";"1"
"422";"https://pesaschile.cl/clon/2/img/p/1/6/3/0/1630.jpg";"Dominada/Fondo Asistida MO";"MO-3000";"Maquinas Alto Trafico OBELIX";"899990";"3";"0";"1"
"421";"https://pesaschile.cl/clon/2/img/p/1/6/2/9/1629.jpg";"AbducciÃ³n MO (GlÃºteo Medio) ";"MO-5910";"Maquinas Alto Trafico OBELIX";"899990";"5";"0";"1"
"420";"https://pesaschile.cl/clon/2/img/p/1/6/2/8/1628.jpg";"AducciÃ³n MO (Aductor)";"MO-5900";"Maquinas Alto Trafico OBELIX";"899990";"0";"1";"1"
"419";"https://pesaschile.cl/clon/2/img/p/1/6/2/5/1625.jpg";"GlÃºteo Aislado MO";"MO-5800";"Maquinas Alto Trafico OBELIX";"899990";"4";"0";"1"
"418";"https://pesaschile.cl/clon/2/img/p/1/0/8/8/1088.jpg";"Par D. Olimpico Promachine 25kg";"DOP25";"Productos";"79980";"25";"0";"1"
"417";"https://pesaschile.cl/clon/2/img/p/1/0/8/6/1086.jpg";"Par D. Olimpico Promachine 1.25kg";"DOP0125";"Productos";"3990";"69";"0";"1"
"414";"https://pesaschile.cl/clon/2/img/p/1/0/8/3/1083.jpg";"Par D. Olimpico Promachine 20kg";"DOP20";"Productos";"63980";"19";"0";"1"
"413";"https://pesaschile.cl/clon/2/img/p/1/0/6/5/1065.jpg";"Par D. Olimpico Promachine 15kg";"DOP15";"Productos";"47980";"19";"0";"1"
"412";"https://pesaschile.cl/clon/2/img/p/1/0/6/3/1063.jpg";"Par D. Olimpico Promachine 10kg";"DOP10";"Productos";"31980";"50";"0";"1"
"411";"https://pesaschile.cl/clon/2/img/p/1/7/2/4/1724.jpg";"Par D. Olimpico Promachine 5kg";"DOP05";"Productos";"15980";"40";"0";"1"
"410";"https://pesaschile.cl/clon/2/img/p/1/0/6/1/1061.jpg";"Par D. Olimpico Promachine 2.5kg";"DOP025";"Pesas Day";"7980";"50";"0";"1"
"408";"https://pesaschile.cl/clon/2/img/p/1/4/1/1/1411.jpg";"Speed Rope Aluminio";"CSSRA";"Productos";"9990";"153";"0";"1"
"403";"https://pesaschile.cl/clon/2/img/p/.jpg";"pueba";"";"Productos";"10";"0";"1";"1"
"402";"https://pesaschile.cl/clon/2/img/p/1/7/3/2/1732.jpg";"Banco Plano MO";"MO-500";"Productos";"149990";"8";"0";"1"
"401";"https://pesaschile.cl/clon/2/img/p/1/7/3/3/1733.jpg";"Banco Inclinable MO";"MO-600";"Maquinas Alto Trafico OBELIX";"249990";"10";"0";"1"
"400";"https://pesaschile.cl/clon/2/img/p/1/5/1/3/1513.jpg";"Polea Cruzada Promachine";"PK030";"Maquinas y equipamiento";"299990";"4";"0";"1"
"399";"https://pesaschile.cl/clon/2/img/p/1/6/0/7/1607.jpg";"Banco Scott MO";"MO-2000";"Productos";"299990";"3";"0";"1"
"398";"https://pesaschile.cl/clon/2/img/p/1/6/1/0/1610.jpg";"Pantorillera MO";"MO-5200";"Maquinas Alto Trafico OBELIX";"349990";"1";"0";"1"
"397";"https://pesaschile.cl/clon/2/img/p/1/3/6/9/1369.jpg";"Cinturon de Lastre";"CL";"Productos";"24990";"45";"0";"1"
"395";"https://pesaschile.cl/clon/2/img/p/1/4/7/6/1476.jpg";"Rack Horizontal para Mancuernas";"RA018";"Equipamiento";"149990";"40";"0";"1"
"393";"https://pesaschile.cl/clon/2/img/p/9/1/5/915.jpg";"Step 3 niveles Promachine";"FISAP";"Fitness";"59990";"0";"1";"1"
"391";"https://pesaschile.cl/clon/2/img/p/1/0/4/5/1045.jpg";"Discos Barbell 5 kg X 2 UN ";"DPB05";"Productos";"13000";"4";"0";"1"
"390";"https://pesaschile.cl/clon/2/img/p/1/0/5/0/1050.jpg";"Discos Barbell 20 kg X 2 UN ";"DPB20";"Productos";"52000";"9";"0";"1"
"389";"https://pesaschile.cl/clon/2/img/p/1/0/4/9/1049.jpg";"Discos Barbell 10 kg X 2 UN ";"DPB10";"Productos";"26000";"10";"0";"1"
"388";"https://pesaschile.cl/clon/2/img/p/1/0/4/4/1044.jpg";"Discos Barbell 2.5 kg X 2UN ";"DPB025";"Productos";"6500";"68";"0";"1"
"387";"https://pesaschile.cl/clon/2/img/p/1/0/4/3/1043.jpg";"Discos Barbell 2 kg X 2UN ";"DPB02";"Productos";"5200";"11";"0";"1"
"386";"https://pesaschile.cl/clon/2/img/p/1/0/5/1/1051.jpg";"Discos Barbell 15 kg X 2 UN ";"DPB15";"Productos";"39000";"13";"0";"1"
"385";"https://pesaschile.cl/clon/2/img/p/9/0/8/908.jpg";"PACK PRESS DE BANCO HOME";"PPBM";"Pack y Promociones";"99990";"8";"0";"1"
"383";"https://pesaschile.cl/clon/2/img/p/1/5/6/6/1566.jpg";"Barra Profesional Elite  Serie 15KG HWM";"BOEM";"Productos";"179990";"0";"1";"1"
"382";"https://pesaschile.cl/clon/2/img/p/9/0/1/901.jpg";"Bumpers plate 60kg + Barra T-Serie olÃ­mpica HWM";"PBT";"Productos";"279990";"6";"0";"1"
"381";"https://pesaschile.cl/clon/2/img/p/9/0/0/900.jpg";"Bumpers plate 150kg + Barra T-Serie olÃ­mpica HWM";"PBTH150";"Productos";"470000";"8";"0";"1"
"380";"https://pesaschile.cl/clon/2/img/p/8/9/9/899.jpg";"Bumpers plate 100kg + Barra T-Serie HWM";"PBTH100";"Productos";"360000";"2";"0";"1"
"379";"https://pesaschile.cl/clon/2/img/p/8/8/3/883.jpg";"Bumpers plate + Barra olÃ­mpica  HWM";"PBH150";"Productos";"499990";"8";"0";"1"
"378";"https://pesaschile.cl/clon/2/img/p/1/7/4/3/1743.jpg";"Pack Hell Crossfit";"PHC";"Bumper plate y Barras OlÃ­mpicas";"899990";"1";"0";"1"
"375";"https://pesaschile.cl/clon/2/img/p/1/3/2/4/1324.jpg";"Par Mancuerna Hexagonal HWM 40kg";"MH40";"Productos";"159980";"0";"1";"1"
"374";"https://pesaschile.cl/clon/2/img/p/8/1/8/818.jpg";"Multi Grip X HWM";"BFM";"Productos";"59990";"22";"0";"1"
"373";"https://pesaschile.cl/clon/2/img/p/8/1/6/816.jpg";"Par Spotter Arm Rig HWM";"SS";"Productos";"89990";"3";"0";"1"
"372";"https://pesaschile.cl/clon/2/img/p/8/1/7/817.jpg";"Dip Horn Rig HWM";"SF";"Productos";"69990";"2";"0";"1"
"371";"https://pesaschile.cl/clon/2/img/p/8/1/5/815.jpg";"Mounted Rig 2x4 HWM";"EP3";"Productos";"599990";"0";"1";"1"
"370";"https://pesaschile.cl/clon/2/img/p/8/1/9/819.jpg";"PACK GYM PRO ONE";"";"Productos";"7999990";"5";"0";"1"
"369";"https://pesaschile.cl/clon/2/img/p/1/6/2/1/1621.jpg";"Curl Femoral Sentado MO";"MO-5600";"Maquinas Alto Trafico OBELIX";"799990";"3";"0";"1"
"368";"https://pesaschile.cl/clon/2/img/p/8/0/5/805.jpg";"Trotadora Obelix";"XR-3000";"Maquinas y equipamiento";"1800000";"0";"1";"1"
"367";"https://pesaschile.cl/clon/2/img/p/1/3/6/7/1367.jpg";"Prensa de Piernas Obelix";"MO-5000";"Maquinas Alto Trafico OBELIX";"1499990";"0";"1";"1"
"366";"https://pesaschile.cl/clon/2/img/p/1/7/2/6/1726.jpg";"Atril de Sentadillas MO";"MO-5300";"Maquinas Alto Trafico OBELIX";"399990";"4";"0";"1"
"365";"https://pesaschile.cl/clon/2/img/p/1/0/3/6/1036.jpg";"Dorsalera/Remo Obelix";"MO-3550";"Maquinas Alto Trafico OBELIX";"999990";"0";"1";"1"
"364";"https://pesaschile.cl/clon/2/img/p/8/0/1/801.jpg";"TRX PRO Kit";"TRXA";"Productos";"49990";"76";"0";"1"
"363";"https://pesaschile.cl/clon/2/img/p/8/0/0/800.jpg";"TRX Force Kit Tactical";"TRXC";"Bandas de suspensiÃ³n";"49990";"75";"0";"1"
"362";"https://pesaschile.cl/clon/2/img/p/1/6/2/0/1620.jpg";"Aperturas MO";"MO-4800";"Maquinas Alto Trafico OBELIX";"899990";"2";"0";"1"
"360";"https://pesaschile.cl/clon/2/img/p/1/6/0/0/1600.jpg";"Press Banco Inclinado MO";"MO-4100";"Maquinas Alto Trafico OBELIX";"399990";"2";"0";"1"
"359";"https://pesaschile.cl/clon/2/img/p/1/7/3/4/1734.jpg";"Press Banco Plano MO";"MO-4000";"Productos";"349990";"4";"0";"1"
"358";"https://pesaschile.cl/clon/2/img/p/1/6/1/2/1612.jpg";"Polea Cruzada MO";"MO-6500";"Maquinas Alto Trafico OBELIX";"1199990";"5";"0";"1"
"357";"https://pesaschile.cl/clon/2/img/p/1/6/0/3/1603.jpg";"Press de TrÃ­ceps MO";"MO-2600";"Maquinas Alto Trafico OBELIX";"899990";"3";"0";"1"
"354";"https://pesaschile.cl/clon/2/img/p/7/6/9/769.jpg";"SET HOME";"";"Productos";"29990";"0";"1";"1"
"353";"https://pesaschile.cl/clon/2/img/p/1/3/6/2/1362.jpg";"Pack Fitness Yoga 2";"PFY2";"Productos";"30990";"16";"0";"1"
"352";"https://pesaschile.cl/clon/2/img/p/1/3/6/1/1361.jpg";"Pack Fitness Yoga";"PFY";"Productos";"29990";"13";"0";"1"
"351";"https://pesaschile.cl/clon/2/img/p/1/0/4/8/1048.jpg";"Cubo Magnesio 56gr";"CMG";"Productos";"1990";"44";"0";"1"
"350";"https://pesaschile.cl/clon/2/img/p/1/5/9/7/1597.jpg";"Press de Hombro MO";"MO-2700";"Maquinas Alto Trafico OBELIX";"899990";"2";"0";"1"
"349";"https://pesaschile.cl/clon/2/img/p/1/3/5/7/1357.jpg";"PACK CALISTENIA";"PCAL";"Productos";"69990";"6";"0";"1"
"348";"https://pesaschile.cl/clon/2/img/p/1/2/0/6/1206.jpg";"Foam Roller HWM";"FR2";"Funcional y crossfit";"15990";"68";"0";"1"
"347";"https://pesaschile.cl/clon/2/img/p/6/7/9/679.jpg";"Punching Bag 120 cm";"";"Productos";"29990";"9";"0";"1"
"346";"https://pesaschile.cl/clon/2/img/p/1/1/4/0/1140.jpg";"Piso caucho alto trafico 25mm";"";"Productos";"26990";"9";"0";"1"
"345";"https://pesaschile.cl/clon/2/img/p/6/7/2/672.jpg";"Trineo de arrastre HWM";"";"Productos";"119990";"0";"1";"1"
"344";"https://pesaschile.cl/clon/2/img/p/6/7/1/671.jpg";"Banquillo Inclinable Declinable Hell Serie HWM";"MBDR";"Productos";"179990";"28";"0";"1"
"343";"https://pesaschile.cl/clon/2/img/p/1/2/4/1/1241.jpg";"Jaula HWM profesional Hell Serie";"MJHWM2";"Accesorios";"399990";"9";"0";"1"
"342";"https://pesaschile.cl/clon/2/img/p/6/6/9/669.jpg";"Rack Dominadas Promachine";"PK020";"Productos";"249990";"14";"0";"1"
"341";"https://pesaschile.cl/clon/2/img/p/7/3/9/739.jpg";"X Mount";"TRX00";"Productos";"9990";"28";"0";"1"
"340";"https://pesaschile.cl/clon/2/img/p/1/4/2/4/1424.jpg";"Bicicleta Spinning  OBELIX";"SPO";"Maquinas y equipamiento";"349990";"0";"1";"1"
"339";"https://pesaschile.cl/clon/2/img/p/6/6/3/663.jpg";"CuÃ¡driceps y Femorales";"UB001";"Productos";"229990";"0";"1";"1"
"338";"https://pesaschile.cl/clon/2/img/p/6/6/2/662.jpg";"Pantorrillera Promachine";"SUB038";"Productos";"199990";"11";"0";"1"
"337";"https://pesaschile.cl/clon/2/img/p/1/3/4/5/1345.jpg";"Pack Press Banco con Barra y Discos";"PPBD";"Pack y Promociones";"399990";"19";"0";"1"
"335";"https://pesaschile.cl/clon/2/img/p/1/3/2/2/1322.jpg";"Press Banco OlÃ­mpico Regulable con Soporte de Sentadillas";"PPO";"Productos";"199990";"22";"0";"1"
"334";"https://pesaschile.cl/clon/2/img/p/1/1/3/4/1134.jpg";"Kettlebell Vinilo Acero 10Kg";"KVA10";"Productos";"18500";"0";"1";"1"
"333";"https://pesaschile.cl/clon/2/img/p/1/5/1/8/1518.jpg";"Kettlebell Vinilo Acero 16Kg";"KVA16";"Productos";"27990";"0";"1";"1"
"332";"https://pesaschile.cl/clon/2/img/p/1/1/3/2/1132.jpg";"Kettlebell Vinilo Acero 12Kg";"KVA12";"Productos";"20990";"26";"0";"1"
"330";"https://pesaschile.cl/clon/2/img/p/1/1/3/1/1131.jpg";"Kettlebell Vinilo Acero 8Kg";"KVA08";"Productos";"13990";"21";"0";"1"
"329";"https://pesaschile.cl/clon/2/img/p/1/2/8/2/1282.jpg";"Kettlebell Vinilo Acero 4Kg";"KVA04";"Productos";"6990";"18";"0";"1"
"328";"https://pesaschile.cl/clon/2/img/p/1/3/2/5/1325.jpg";"Par Mancuerna Hexagonal 35kg";"MH35";"Mancuernas Hexagonales";"139980";"10";"0";"1"
"327";"https://pesaschile.cl/clon/2/img/p/1/1/7/3/1173.jpg";"Pack Bandas de Resistencia";"BC100";"Bandas de suspensiÃ³n";"45000";"8";"0";"1"
"326";"https://pesaschile.cl/clon/2/img/p/1/1/7/2/1172.jpg";"Banda de Resistencia 45mm";"BC45";"Accesorios";"19990";"48";"0";"1"
"325";"https://pesaschile.cl/clon/2/img/p/1/1/7/1/1171.jpg";"Banda de Resistencia 32mm";"BC32";"Accesorios";"14990";"44";"0";"1"
"324";"https://pesaschile.cl/clon/2/img/p/1/1/7/0/1170.jpg";"Banda de Resistencia 22mm";"BC22";"Accesorios";"9990";"40";"0";"1"
"323";"https://pesaschile.cl/clon/2/img/p/1/1/6/9/1169.jpg";"Banda de Resistencia 13mm";"BC13";"Accesorios";"7990";"41";"0";"1"
"322";"https://pesaschile.cl/clon/2/img/p/6/2/2/622.jpg";"Foam Roller";"FR";"Fitness";"14990";"0";"1";"1"
"321";"https://pesaschile.cl/clon/2/img/p/1/7/6/9/1769.jpg";"Set SandBag HWM";"PSB";"HWM PACK";"120000";"10";"0";"1"
"320";"https://pesaschile.cl/clon/2/img/p/6/1/7/617.jpg";"SandBag 25kg HWM";"SBS25";"Productos";"34990";"20";"0";"1"
"319";"https://pesaschile.cl/clon/2/img/p/1/7/7/2/1772.jpg";"SandBag 15kg HWM";"SB15";"Productos";"31990";"14";"0";"1"
"318";"https://pesaschile.cl/clon/2/img/p/1/7/7/1/1771.jpg";"SandBag 10kg HWM";"SB10";"Productos";"29990";"15";"0";"1"
"317";"https://pesaschile.cl/clon/2/img/p/1/7/7/0/1770.jpg";"SandBag 20kg HWM";"SB20";"Productos";"33990";"11";"0";"1"
"316";"https://pesaschile.cl/clon/2/img/p/1/1/6/0/1160.jpg";"Barra Hexagonal HWM OlÃ­mpica";"BOH";"Productos";"129990";"9";"0";"1"
"314";"https://pesaschile.cl/clon/2/img/p/1/6/4/7/1647.jpg";"RACK + 10 PAR MANCUERNAS";"RH10";"Productos";"649990";"3";"0";"1"
"313";"https://pesaschile.cl/clon/2/img/p/1/5/6/3/1563.jpg";"Barra Profesional Elite Serie 20kg  HWM";"BOEH";"Productos";"179990";"24";"0";"1"
"312";"https://pesaschile.cl/clon/2/img/p/1/1/3/9/1139.jpg";"MuÃ±equeras";"M";"Indumentaria";"5990";"288";"0";"1"
"311";"https://pesaschile.cl/clon/2/img/p/5/6/6/566.jpg";"Toma Abierta para Dominada";"TAD";"Productos";"29990";"18";"0";"1"
"310";"https://pesaschile.cl/clon/2/img/p/1/7/3/0/1730.jpg";"Power Pro Pack Engomado";"PPPE";"Peso libre";"499990";"7";"0";"1"
"309";"https://pesaschile.cl/clon/2/img/p/1/2/5/4/1254.jpg";"Pack Acero Olimpico 107.5kg ";"PA";"Pack y Promociones";"129990";"4";"0";"1"
"308";"https://pesaschile.cl/clon/2/img/p/5/3/0/530.jpg";"Banco Scott Promachine";"UB006";"Productos";"159990";"1";"0";"1"
"307";"https://pesaschile.cl/clon/2/img/p/5/2/9/529.jpg";"Leg Press /Hack Squat";"HM028B";"Productos";"739990";"0";"1";"1"
"306";"https://pesaschile.cl/clon/2/img/p/5/2/8/528.jpg";"Remo Contrapeso Promachine";"MRC";"Productos";"242990";"0";"1";"1"
"305";"https://pesaschile.cl/clon/2/img/p/5/2/7/527.jpg";"Maquina Fly contrapeso";"SUB023";"Productos";"249990";"0";"1";"1"
"304";"https://pesaschile.cl/clon/2/img/p/5/2/6/526.jpg";"Polea Alta / Remo Promachine";"HM020";"Productos";"299990";"15";"0";"1"
"303";"https://pesaschile.cl/clon/2/img/p/5/2/5/525.jpg";"Banquillo Simple HWM ";"SUB013";"Productos";"65990";"0";"1";"1"
"302";"https://pesaschile.cl/clon/2/img/p/5/6/4/564.jpg";"Press Banco PreolÃ­mpico Regulable Promachine";"BN025";"Productos";"79990";"16";"0";"1"
"301";"https://pesaschile.cl/clon/2/img/p/1/1/5/4/1154.jpg";"Par Mancuerna Hexagonal HWM 17.5kg";"MH175";"Productos";"69980";"36";"0";"1"
"300";"https://pesaschile.cl/clon/2/img/p/1/1/5/3/1153.jpg";"ParMancuerna Hexagonal HWM 12.5kg";"MH125";"Productos";"49980";"36";"0";"1"
"299";"https://pesaschile.cl/clon/2/img/p/1/1/5/2/1152.jpg";"Par Mancuerna Hexagonal HWM 7.5kg";"MH075";"Productos";"29980";"26";"0";"1"
"298";"https://pesaschile.cl/clon/2/img/p/1/1/5/1/1151.jpg";"Par Mancuerna Hexagonal HWM 2,5kg";"MH025";"Productos";"9980";"48";"0";"1"
"297";"https://pesaschile.cl/clon/2/img/p/5/3/8/538.jpg";"Pack Banco OlÃ­mpico + Barra y discos";"";"Pack y Promociones";"529990";"5";"0";"1"
"296";"https://pesaschile.cl/clon/2/img/p/5/1/1/511.jpg";"Banco OlÃ­mpico/atril";"";"Productos";"249990";"0";"1";"1"
"295";"https://pesaschile.cl/clon/2/img/p/1/1/5/8/1158.jpg";"Almohadilla Para Barra";"HB";"Accesorios";"9990";"28";"0";"1"
"294";"https://pesaschile.cl/clon/2/img/p/1/1/6/6/1166.jpg";"Speed Rope HWM";"CSSRH";"Funcional y crossfit";"3990";"88";"0";"1"
"293";"https://pesaschile.cl/clon/2/img/p/1/5/5/8/1558.jpg";"Barra Training Serie 20kg HWM";"BORT";"Productos";"139990";"89";"0";"1"
"292";"https://pesaschile.cl/clon/2/img/p/5/0/4/504.jpg";"Soga para trÃ­ceps/biceps";"STB";"Productos";"19990";"33";"0";"1"
"291";"https://pesaschile.cl/clon/2/img/p/1/1/6/7/1167.jpg";"Toma Remo para Polea";"TRP";"Productos";"19990";"26";"0";"1"
"290";"https://pesaschile.cl/clon/2/img/p/5/0/3/503.jpg";"Toma una Mano para Poleas";"TMP";"Productos";"14990";"17";"0";"1"
"289";"https://pesaschile.cl/clon/2/img/p/5/0/0/500.jpg";"Atril de discos OlÃ­mpicos";"ADO";"Productos";"164990";"19";"0";"1"
"288";"https://pesaschile.cl/clon/2/img/p/1/1/5/0/1150.jpg";"Par Mancuerna Hexagonal HWM 22.5kg";"MH225";"Productos";"89980";"18";"0";"1"
"286";"https://pesaschile.cl/clon/2/img/p/1/1/6/8/1168.jpg";"Calleras";"CA";"Accesorios";"9990";"191";"0";"1"
"285";"https://pesaschile.cl/clon/2/img/p/6/3/2/632.jpg";"Par D.Acero Olimpicos 1,25Kg ";"DOA0125";"Discos";"3180";"15";"0";"1"
"284";"https://pesaschile.cl/clon/2/img/p/1/4/2/0/1420.jpg";"Pack Smith Machine + banquillo + Engomados";"PSBE";"Productos";"789990";"9";"0";"1"
"283";"https://pesaschile.cl/clon/2/img/p/1/1/6/4/1164.jpg";"BalÃ³n Medicinal Sin Bote  5kg";"BSB05";"Productos";"28990";"37";"0";"1"
